quote,author,emotion
"Innocence... Please take these feelings and change them into strength to protect everbody. If you do that, I will follow you. I will follow you till the day it all ends. Wherever you take me. But...please, at the end... At the very end, you must promise me you'll let me return to my brother's side.",Lenalee Lee,resilience
"Please, God, I hate so much. Grant me power. For the first time, I want the Innocence so much.",Lenalee Lee,general
"That day, when Brother came for me...that was when I thought I can't run from this place anymore. I stopped running away, back then. I stopped running...and I became an Exorcist.",Lenalee Lee,mindfulness
"You shouldn't treat people's lives like toys. It's as if you're still kids, even though we're about the same age..! You're simply fools trying to look strong! For someone who treats this as a kid's game, Allen-kun who knows the importance of life is much, much stronger than you!!",Lenalee Lee,general
Move...Move! You are my legs! SO MOVE!!,Lenalee Lee,general
...we will. We will definitely win. I swear.,Lenalee Lee,general
"Miranda... Don't bear the burden alone, ok? You are not the only Exorcist. We are all in this together. We are all walking this road with you.",Lenalee Lee,grief
"We can't just go back from here. If we turn back now, we are trampling down on the lives of those that got us this far.",Lenalee Lee,general
"Lavi, when I got back to the ship, I was going to apologize. Allen, you've suffered so much. Yet, you're always looking out for me, thank you. I really shouldn't have borrowed this, Anita's precious hair band... Allen, I... I know you'll come back to us, that's what I decided to believe in.",Lenalee Lee,hope
I said I'd kill him. Now get lost. Or should I start with you guys first?,Yu Kanda,grief
"You're naive. We're destroyers, not saviors.",Yu Kanda,general
"There are sacrifices that must be made, rookie.",Yu Kanda,general
This coat isn't a pillow for the wounded..!! It's the uniform of an Exorcist!!!,Yu Kanda,general
Die? I...I cannot die before I find that person.,Yu Kanda,general
It's...it's... gross. Knowing there's something inside me I don't understand. It's gross.,Allen Walker,wisdom
"When there's something you can't understand no matter how much you think about it, you can't just let yourself brood over it forever!",Allen Walker,mindfulness
"Tyki Mikk. There is something about us, Exorcists, that you do not understand. You think Exorcists are mere humans and by destroying their anti-Akuma weapon which is the Innocence...they will become powerless since they are mere humans. But the opponents you should really be afraid of are those humans.",Allen Walker,mindfulness
"If it could come true, this is all I'd want. It would have been good if we just played poker and nobody died.",Allen Walker,grief
"Stupid master... If you die, I'll hate you for it.",Allen Walker,general
"Because I am a small man, my heart is moved by what's in front of my eyes, not by what the world needs. I just can't abandon what's there in front of me. I want to protect everything I can!",Allen Walker,love
"Finally... I have come here, Mana. Finally, I am at the starting line.",Allen Walker,general
"Hey, you, don't you dare call me by my first name or I'll slice you up!",Yu Kanda,general
Bring salvation to this poor akuma's soul!,Allen Walker,general
I will shave your entire body.,Allen Walker,general
"Kanda, isn't your long hair in the way? You should cut it. *after that Kanda tells him to GO DIE*",Allen Walker,general
"As If I'd go down that easily, dumbass.",Yu Kanda,general
He's a she!,Lavi,general
"*beating his hammer in the sand* It's just like whack-a-mole and of course ""Strike""!",Lavi,general
General Cross is worse than an akuma.,Allen Walker,general
*to Allen* Bean sprout!,Yu Kanda,general
Wow you guys are slow.,Allen Walker,general
"Allen, you know you're bleeding, right?",Lavi,general
"*after Lenalee hits Lavi* Wow, Lenalee's punch of love.",Allen Walker,love
The only home that a man should ever need is within his heart.,Lavi,love
"I'd rather get whipped by a pretty girl like you, than fight this pesky war.",Cross Marian,general
"This world is dark and it's so hard to breathe... but in this instant, when I laughed along with you, I felt that breathing just got a little more easier.",Yu Kanda,depression
My left I give you to the Akuma. My right I give you to the humans. Both are a part of me. And equally important. So neither side be disappointed. Humans as well as Akuma will be saved!,Allen Walker,general
"Kid, we came to pick you up, y'know ?",Tyki Mikk,general
"I am sure to choose my own path and walk down it, right? This path that I'm walking down... It's not the path that was chosen for me, is it?",Allen Walker,general
God? I don't care about that. I've made an oath to myself that I would destroy the devil! To my friends that I would fight alongside them! To my Father that I would keep walking until the end..! I Made An Oath To All Of Them!! This is the only path that I can take to feel alive.,Allen Walker,love
"It's because of you that we're here now. That is more than enough. I'll bear my own injuries. As long as I live, I'll be able to recover. If I live, I can heal. Although scars will remains.",Allen Walker,hope
"Even if I can no longer see out of my left eye, I intend to continue being an exorcist... Just like my friends. I have made the vow.",Allen Walker,general
"This is bad, Lenalee! You have to think more sexy thoughts, or else, you'll never find a lover!",Lavi,mindfulness
What would you do if I told you that you would have to kill someone you love when you become the fourteenth?..,Cross Marian,love
"Hate the game, not the player. Hate the coffee, not komurin II.",Komui Lee,general
I want to be a destroyer who saves.,Allen Walker,general
*to Lavi* Get of your high horse!,Allen Walker,general
Kitchen Knife-kun!,Tyki Mikk,general
I'm a master of science.,Komui Lee,general
"If you're going to fall, do it by yourself!",Yu Kanda,general
Boobie squeeze!,Timothy Hearst,general
*to Allen* If it gets cold we're gonna have to cuddle.,Lavi,general
I ain't your son!,Yu Kanda,general
You fake gentleman!,Yu Kanda,general
*after Road suggests to make a farewell party for Skin* Don't you mean a funeral.,Tyki Mikk,general
"It's just as you say. I wanted to tell you, that I'd come back. I knew you'd come for me, Brother... This time, I will kill you. I will kill you and become the Millenium Earl!",Allen Walker,general
"War is sorrowful. The flames of war burn away life and dreams and bonds, leaving behind countless sorrows. So sorrow gives birth to tragedy. And tragedy gives birth to Akuma.",Lavi,motivation
"If there's nobody left, even if the real world is saved, I'll be destroyed...",Lenalee Lee,general
"Let's overlook everything you did to the members of the Order... I'm not that cruel of a man after all. But then again, you went and messed up my clothes.",Cross Marian,general
Oi! You! You're in the presence of a beautiful being! Filthy things shouldn't get near me!,Cross Marian,general
"No matter how faint our hopes are, even if we don't have anything we can rely on...I will NEVER give up!",Allen Walker,hope
"A path is something you create as you walk it. The ground you've trodden hardens, and that's what forms your path. You're the only one who can create your own path.",Cross Marian,resilience
"*Laughing* Touya, you can't help but think that Sakura is really, really cute.",Yukito Tsukishiro,mindfulness
"I see you have a determined spirit, Sakura... however... I am not as sentimental as Keroberos.",Yue,general
I'm really lucky to have a dinosaur for a little sister!,Touya Kinomoto,general
"If he can fly, I can fly! I can do anything he can!",Meiling Li,general
"You really loved Mr. Clow, didn't you? It hurts, doesn't it? It hurts to lose someone you love.",Sakura Kinomoto,grief
Water... is a thing that flows.,Clow Reed,general
"*to Syaoran* No matter what you are thinking, if you don't say it, you won't be able to express it.",Tomoyo Daidouji,mindfulness
*to Kero* Our relationship chart has gotten rather complicated.,Tomoyo Daidouji,love
I didn't know everything. There were a couple things that happened that weren't expected by myself or Clow Reed.,Eriol Hiiragizawa,general
"In this life, I'm known as Eriol Hiiragizawa. In my past life, I was known as...Clow Reed.",Eriol Hiiragizawa,general
*to Sakura* A smile suits best on your face.,Eriol Hiiragizawa,happiness
*to Sakura* I... I love you.,Syaoran Li,love
I'm going to get all the Clow cards.,Syaoran Li,general
"Even if I lose this feeling, I'm sure that I'll just fall in love with you all over again.",Syaoran Li,love
I am not a monster!,Sakura Kinomoto,general
*to Yue*  I don't want to be your master. I want to be your friend.,Sakura Kinomoto,general
"The person he loves, I love that person too, and I'm sure that person loves him too. So it's okay that he doesn't love me.",Sakura Kinomoto,love
"Whatever your thoughts may be, if you don't say them, none of them will be acknowledged by others.",Tomoyo Daidouji,mindfulness
"Yuki, have some antidote before you leave. *to Yukito, as he eats Sakura's cooking*",Touya Kinomoto,general
*to Kero* Stop eating snacks so mindlessly and think of what we can do!,Sakura Kinomoto,mindfulness
"*to Li* In the elevator, when you called me ""Sakura"", it made me very happy.",Sakura Kinomoto,happiness
"I know! You must be hungry! No wait, that's me.",Yukito Tsukishiro,general
Get my cool pose as well!,Kero,general
I know our magic is hidden in these forms and he can't sense a thing. But a FAIRY?! How would YOU like to be called a fairy?!,Spinel Sun,general
Men are complicated!,Tomoyo Daidouji,general
The greatest happiness for me is to let the person I most like have the most happiness.,Tomoyo Daidouji,happiness
You always look at me with such a scary face.,Eriol Hiiragizawa,general
I have never dreamed that I would be chased by a piano...,Tomoyo Daidouji,motivation
"Yue-san is handsome, but Yukito-san is... schweeeet!",Sakura Kinomoto,general
"If that brat had become the Master, I'd have lost all my confidence to live!",Kero,grief
Living in a world without the feeling for the person you love most is too harsh!,Sakura Kinomoto,love
"Niichan, you really do work part-time everywhere...",Sakura Kinomoto,motivation
I'm always where food is!,Kero,general
Sakura's head is as hard as a rock.,Touya Kinomoto,resilience
Do Japanese panthers have wings?!,Meiling Li,general
Girls are scary when they're angry!,Kero,general
I always thought that red would suit Cheshire.,Will Of The Abyss,mindfulness
"Hey, hurry and come pick me up. I've prepared many different kinds of dolls for you. Let's play together. Let's chat until we feel sleepy. And also... and also... yeah... my beloved ones.",Will Of The Abyss,love
Hurry. Hurry... come pick me up.,Will Of The Abyss,general
You will definitely regret... choosing the Black Rabbit over me.,Will Of The Abyss,general
"The sky, the people, and me... it's all so red.",Vincent Nightray,general
No one needs to know what happened 100 years ago.,Vincent Nightray,general
I... I could never hate you!,Vincent Nightray,general
You don't remember?.. That's good.,Vincent Nightray,general
*to Glenn* I don't want to kill you!!,Jack Vessalius,general
Humans...are weak aren't they?,Jack Vessalius,general
Be careful. You're being watched by the Will of Abyss.,Jack Vessalius,love
"She is me, and I am her. Our existence is both the same and different. Alice. That was the name we were given.",Alice,general
"In the book Sharon showed me, there was a man who became more energetic after his cheeks were bitten!",Alice,general
What is jealousy? Can you eat it? Is it sweet?,Alice,general
"I'm in a contract with you. You are my manservant, and as a manservant, what were you thinking, leaving me behind!?",Alice,mindfulness
I'm scared that I'm not human. I'm scared that I'm different from other chains... I fear the things I don't know. I fear the things I already knew... and at every moment... I always... more than anyone... fear myself the most!,Alice,anxiety
"Shut up, Seaweed Head.",Alice,general
"Nobody touches my PROPERTY! And Oz is my manservant - therefore, he is my property!",Alice,general
*to Gilbert* Don't think that I will abandon you!,Oz Vessalius,mindfulness
"*to Break* Perhaps Break is a lot weaker than I always thought he was. However, I'm sure that he's a whole lot stronger than he thinks he is.",Oz Vessalius,mindfulness
"I feel so...warm. We know... This calm won't last for long, but...we can't help hoping... That this dreamlike moment... will last.. Forever..",Oz Vessalius,motivation
"There's no reason... I'm just merely, obeying what I believe within me!",Oz Vessalius,hope
So... Alice just has to remain Alice!,Oz Vessalius,general
"I was rejected, never given any expectations... Then at least, I won't be a burden to others. It's alright if the only one who hurts is me!",Oz Vessalius,grief
"It's fine, dummy! Since you're the one wearing it! *to Gilbert, while giving him clothes for the coming of age ceremony*",Oz Vessalius,general
"I want to know what it is, this ""sin"" they say I've committed.",Oz Vessalius,general
Alice is my sun.,Oz Vessalius,general
"He makes you unhappy?...well then, Cheshire will destroy him!",Cheshire Cat,happiness
"Liar, liar, LIAR!!!",Cheshire Cat,general
You might as well let Cheshire eat you!,Cheshire Cat,general
"Everything that made you sad, everything that hurt you, Cheshire will destroy them!",Cheshire Cat,grief
"In other words, it's fine if you die.",Gilbert Nightray,general
"*to Alice* Shut up, you stupid rabbit.",Gilbert Nightray,general
"*to Oz* No matter what happens, I will be beside you.",Gilbert Nightray,general
Protecting the master... is supposed to be my job!,Gilbert Nightray,general
Young Master!,Gilbert Nightray,general
"*after Kain asks him if he getting slapped by Kaname was worth thinking about Yuuki's blood* Shut up, shut up, shut up, shut up, shut up!!",Hanabusa Aidou,mindfulness
BANG!,Hanabusa Aidou,general
"The nice smell is your blood, Yuki.",Hanabusa Aidou,general
"Hey baby, what's your blood type?",Hanabusa Aidou,general
I wish to erase the past but I have killed too many vampires to let that happen.,Kaien Cross,general
His and my passionate oath!,Kaien Cross,general
"I want to put an end to the war between humans and vampires – a war that has been continuing in the darkness of history since ancient times! I want the young vampires, with their natural intelligence and unfettered hearts, to become a bridge between the two species!! I'm educating them for that purpose! That is why I created the Night Class!",Kaien Cross,depression
"What is beautiful is not the world, but your beautiful eyes that embraces it.",Kaname Kuran,general
*to Yuki* You have stopped opening your heart to me. That's the only thing about you that has to change.,Kaname Kuran,love
Are you sure? Even if the hidden truth is drenched in blood... Do you still want to know?,Kaname Kuran,wisdom
"I've been wondering ever since before, why do you always look so sad whenever you're with me?",Kaname Kuran,depression
"It's all right, for now. Yuki will eventually come to me.",Kaname Kuran,general
"Humans should never be turned into vampires. But in the old days, hidden from history, when the war between vampires and vampire hunters was at its peak, vampires turned many humans into vampires to use in battle. And now the aristocrats have the duty to manage those survivors. Sometimes we have to kill them off...",Kaname Kuran,general
"It's all right. You be just the way you are, Yuki. You're different from the Night Class students who wait on me... You're a warm-hearted girl, Yuki. That's more than enough.",Kaname Kuran,love
"The blood has stopped flowing, but the puncture wounds...he really pierced you deeply. Yuki...does it hurt? Are you afraid of vampires now?",Kaname Kuran,grief
You devoured her mercilessly. She can't even stand up. Was her blood so delicious?,Kaname Kuran,general
"A human bitten by a pureblood vampire transforms into a vampire. When that happens, there can be only one of two results, dying from the loss of blood, or unfavorably surviving and suffering the pain of slowly transforming into a vampire. Other vampires don't possess this dark power that purebloods have. I respect his strength of will, he was only a human, yet he resisted the powerful vampire instinct for four years.",Kaname Kuran,grief
"Headmaster Cross, how much longer are you going to keep Zero in the Day Class? That time is approaching for him.",Kaname Kuran,general
"After we turn around, the next time we see each other, I will kill you.",Zero Kiriyuu,general
"Listen up, brats! Get the hell back to your dorms! Why do I have to deal with you running around screaming ""Kyaa! Kyaa!"" every damn day?! Why?!",Zero Kiriyuu,general
"But you thought it would be okay to become a vampire, right? I will never let you turn into something like that. Even if it means I have to make Kaname Kuran my enemy...and even if it means you will hate me.",Zero Kiriyuu,mindfulness
"Former humans eventually fall into the Level E category, Yuki. They gradually lose their sanity, reaching their ""end"" - their destruction.",Zero Kiriyuu,general
"I borrowed it from the Headmaster. It's a gun to use against vampires. If I lose the human part of me, and go mad as a vampire...shoot me with that gun. Not yet, but that day will eventually come. Kill me by your own hand then.",Zero Kiriyuu,general
"I couldn't stop myself from devouring you. I may kill the next human I target as my prey. Shoot me. You're afraid of me, aren't you? Hold the gun with both hands, and aim straight. Aim for my heart. It's not a crime to kill a vampire.",Zero Kiriyuu,love
You heard it too? The sound of your blood being sucked in by me. After such a hair-raising experience you can't act as if nothing has changed. So don't interfere anymore.,Zero Kiriyuu,wisdom
Come on vampires. I've been pissed off lately.,Zero Kiriyuu,general
"The Headmaster talks about the Night Class like they're good vampires who support his pacifism, but I don't trust them. I won't let my guard down. I'm cooperating so I can find the most effective way to kill those beasts in human form.",Zero Kiriyuu,hope
I will keep running away so Zero has a reason to live.,Yuki Kuran,general
"Both of us understand, but neither of us will say it. It's a sin to keep a vampire alive by offering my own blood as bait. We are doing something that is forbidden. No one must find out about this.",Yuki Kuran,wisdom
Being like this makes me feel like we've returned to the old days somewhat. Yeah. Zero is Zero. Even if you are a vampire now.,Yuki Kuran,general
"I didn't understand anything. Zero suffered and suffered for four years. What were you thinking, all by yourself? He loathes vampires so much, he wants to kill them all. All this time, Zero wanted to kill himself too.",Yuki Kuran,mindfulness
"Yuki, I can't accept it after all, that my most precious girl was bitten by another.",Kaname Kuran,general
"When I think of him, I feel so much love and such sadness...is it a bad thing that the same feeling makes me want to latch onto his throat and devour his blood and even his life to taste his feelings in it?",Yuki Kuran,grief
"I refuse to breathe the same air as those creatures. I refuse to wear the stupid uniform full of buttons that those creatures wear. If I am imprisoned in a classroom full of those creatures, I will certainly lose it, I will massacre every single one of them.",Zero Kiriyuu,mindfulness
You are the only one who brings color into the dull gray ashes that my heart is.,Kaname Kuran,love
"If my only option I have is to lose you, then I would prefer death instead. Be it yours, by my hand, or could you please kill me then yuki..?",Kaname Kuran,grief
"Her warm hands against my face like that... They were like a plank I would hold on to, so I wouldn't drown.",Zero Kiriyuu,general
It is the vampire hunter's duty to kill vampires.,Zero Kiriyuu,general
"Yuki, who made those wounds on your neck? In our classroom the night before last, we suddenly smelt blood, we were surprised. I was the only one who noticed right away that it was your blood.",Hanabusa Aidou,general
That's right...you should run away. Yuki...you make me cruel.,Kaname Kuran,general
I didn't think that the day would come where you would talk about other guys. How unfair.,Kaname Kuran,mindfulness
"Yuki, don't cry. For this day to come, I have waited impatiently for a very long time.",Kaname Kuran,general
"You've finally fallen to the blood lust of beasts, Zero.",Kaname Kuran,general
"You could never betray her, because you are under her obligation. You are being let to live because of that, Zero. By me.",Kaname Kuran,general
I'm a bit annoyed that you bit me without any restraint.,Kaname Kuran,general
Do not ever forget...who gave you this blood.,Kaname Kuran,general
"A glimpse of what I saw earlier was something so distant from me. And yet right now, this man is lying here in my arms. It's such a strange feeling.",Yuki Kuran,general
"I still think about protecting you two...even if it's considered as an act of taboo by ""humans"".",Kaien Cross,mindfulness
Go Yuki... Go and be by the side of the man who can spend an eternity with you.,Zero Kiriyuu,general
I long for him...but I understand. There's a line that vampires and humans can't cross.,Yuki Kuran,wisdom
"Because Yuui was there, I might have been able to live on...",Zero Kiriyuu,general
Yuki is my dear girl. The only one in the entire world.,Kaname Kuran,general
You're a disgrace to all vampires.,Kaname Kuran,general
"If you need to, Zero, you can drink my blood... *blush blush*",Kaien Cross,general
I want these gentle hands... and this kind smile...Even though I should not want such a thing.,Zero Kiriyuu,happiness
"Yuki, the safest place is beside me.",Kaname Kuran,general
"I love you Kaname-sama. You are the beginning of my world, and everything in that world... So even if I couldn't remember my past...I wasn't scared.",Yuki Kuran,anxiety
"Do you want to be a vampire Yuuki, become a blood sucking monster like me....and live for eternity by my side...?",Kaname Kuran,general
Do you want to be my friend..?,Kaname Kuran,general
"I can't know about somebody who isn't here. But, you shouldn't depend on people who aren't here.",Nia Teppelin,general
"Do you want to die? If you're scared, it's okay to run.",Nia Teppelin,anxiety
"*to Yoko* If your fat ass slows us down, I'll leave you behind, Undergrounder.",Kamina,general
I have no reason to listen to anything a human says!,Viral,general
"*to Kamina* However, surprise attacks need more than surprise. It won't work again.",Viral,motivation
*to Kamina* Boasting like that is just asking for death.,Viral,grief
"I'll tell you two things: First, any human on the surface will be completely annihilated by our Human Eradication Army. Second, that is my dinner - give it back!",Viral,general
This-Is-The-Real-Spirit-Of-Men' Cannonball Attack!,Kamina,general
How-Dare-You-Do-That-To-My-Precious-Underling' Punch!!!!,Kamina,general
"Well, Well, Well, Well... Listen up, big guys! I'll only say this once... Undefeatable, untouchable, with no regrets! Never looking back, never wavering! You can't win against this man's will! Gurren Brigade's Kamina-sama will be your opponent! Believe it!",Kamina,hope
If you become a wall that stands in my way... I'll tear open a hole and break through you every time! That's... MY DRILL!,Simon,general
We'll break through the heavens and dimensions!,Simon,general
Our burning blood will cut through fate!,Viral,general
"Now then... I've come to reclaim my helm! That's what I wanted to say, but before that... put on some damn clothes!!!",Viral,general
"*to Nia* I don't fully understand, but it doesn't matter why you were born, or if you're a princess. The Nia right here is you. So it's okay if you just be yourself.",Simon,wisdom
Who-The-Hell-Do-You-Think-I-Am kick!,Kamina,mindfulness
My-Wife-Is-The-Best-In-The-Universe throw!,Kamina,general
I keep telling you I'm a girl!,Yoko Littner,general
"If there's no road, we'll forge it with our own hands!",Simon,general
"If there's a wall in our way, we'll destroy it!",Simon,general
"Bro is dead. He's no longer here. However, on my back, within my heart, he continues to live on!",Simon,love
"When I feel weak, or when I lack self-confidence, I remember Simon's back as he dug tirelessly. I wanted to become a man who's back would never break. That's what I thought.",Kamina,mindfulness
"When we were trapped in that hole...there was nothing I could do. But Simon just kept on digging. Believing in my show of courage. In the end, he was the one who saved me.",Kamina,resilience
"I didn't have any confidence. I thought I was living the wrong way. Impatiently. Why couldn't I go where my father could? Truthfully, I wasn't strong enough.",Kamina,mindfulness
"Kamina told me before. ""He's the one that always saves me."", ""He's the one that doesn't give up, even at the end."".",Yoko Littner,general
"Listen up, Simon. Don't forget. Believe in yourself. Not in you who believes in me. Not in me who believes in you. Believe in yourself!",Kamina,hope
"I can't even rest in peace, can I..?",Kamina,mindfulness
"In the eyes of the weak, everyone is strong. But I am truly strong.",Shinku,general
"Meatball head, don't go in there alone! You'd probably get lost in your own closet!",Mamoru Chiba,grief
"Psst, hey Rei, major question. You didn't forget to kiss Chad goodbye, did you?",Usagi Tsukino,general
Come on you pastey-faced two-timing nega-twit!,Usagi Tsukino,general
You want trouble pal... you're lookin' at it!,Makoto Kino,general
Hello? Planet earth to player b.,Usagi Tsukino,general
"I'm alright, but the big ugly thing isn't.",Usagi Tsukino,general
"*referring to Tsukino* Are you stupid, or just incredibly lazy?",Mamoru Chiba,general
"You know, Darien. Even in a dream, you're just toogood to be true.",Usagi Tsukino,motivation
"Stupid weatherman, he NEVER gets it right!",Makoto Kino,general
Who needs sunshine anyways...,Makoto Kino,general
"I am Darian, Prince of Earth.",Mamoru Chiba,general
The future is something you build by yourself.,Ami Mizuno,hope
Who wants that? I'd rather choose to fall in love and be hurt. Sometimes I can't even sleep because I love someone too much. And there's always sadness in our lives. It's that sad feeling that keeps us going.,Usagi Tsukino,grief
It's sad that a selfish woman like you will never know how wonderful being in love is! Your beautiful world of ice will just be a dark land of death! How could a world without life be beautiful?,Usagi Tsukino,grief
"We're gonna chew you up, and spit you out!",Rei Hino,general
Whoops! Froze the whipping cream!,Minako Aino,general
Jupiter Thunder Crash!,Makoto Kino,general
Venus Crescent Beam!,Minako Aino,general
"You use you power only for evil, Jedite. Big mistake.",Mamoru Chiba,general
Give it back! Give it back to Raye right now! You'll pay for your rotten ways!,Usagi Tsukino,general
"Bullying little kids, how far you go, pal? Are you just a schoolyard bully?",Mamoru Chiba,general
I won't let you take her... do you hear me? Nobody takes her without facing me first... YOU'RE DUSTED BUSTER!,Usagi Tsukino,general
"I've had it with this itchy costume! We were supposed to be dwarves, remember? Not animals! I feel like some little five-year old back in kindergarten!",Rei Hino,general
"That's as good an excuse as any. Now it's my turn. You better take some notes, 'cause you're gonna get beaten and beaten badly.",Mamoru Chiba,hope
"Very impressive, you didn't land a single punch.",Mamoru Chiba,general
"You've got guts, Jupiter. But it takes more than guts to beat the Negaverse. Give up now, you'll never win.",Mamoru Chiba,general
Mars Fire Ignite!,Rei Hino,general
You've got to stop reading so many romance novels!,Makoto Kino,love
Look who's talking! You think the paperboy likes you just because he rides by your front door every morning!,Minako Aino,mindfulness
"I was just warming up, hotshot.",Makoto Kino,general
"Better enjoy that laugh, Beryl. It's the last one you'll ever have.",Usagi Tsukino,happiness
Mercury Bubble Blast!,Ami Mizuno,general
*to Sammy* You're cruisin' for a bruisin'!,Usagi Tsukino,general
"I am Sailor Moon! I stand for love. And I also stand for justice. And in the name of the Moon, I will punish you!",Usagi Tsukino,love
Venus lovechain encircle!,Minako Aino,love
Moon Prism Power! ...And make it fast!,Usagi Tsukino,general
But I'm the one with the most talent here!,Makoto Kino,general
"A talking cat! Oh man, I have been studying too hard!",Usagi Tsukino,resilience
Ow! That hurt! I don't want to do this anymore!,Usagi Tsukino,grief
*while being chased by a jet* How will I ever explain to my friends why I have tire tracks down my back?,Usagi Tsukino,general
"I am Sailor Moon, the champion of justice! In the name of the Moon, I will punish you! I will right wrongs and triumph over evil and that means you!",Usagi Tsukino,general
"Good God, is she in the running for 'brattiest princess ever'? Must've been spoiled rotten when she was growing up",Hikaru Hitachiin,general
"People are able to hold onto hope, since death is that which cannot be seen.",Rukia Kuchiki,grief
"It's not luck, I'm cheating.",Allen Walker,general
You're such a child. You talk of nothing but pipe dreams... there are times when people must make painful choices.,Itachi Uchiha,grief
"That's why for you, you have the right to be cruel to me. No matter how much you make me worry or how much danger you put me in, just as much as you like. But these are not enough ""compensation"". Even if I have to sacrifice my left over life for you, I would not utter a word of complaint.",Zero Kiriyuu,anxiety
You said it yourself once...The reason why they look like humans...is so that they can hunt us down more efficiently.,Zero Kiriyuu,general
"If you go one step ahead of me, I'll make you cry...",Zero Kiriyuu,general
"When you have eliminated the impossible, whatever remains, however improbable, must be the truth.",Shinichi Kudou,wisdom
"Humankind cannot gain anything without first giving something in return. To obtain, something of equal value must be lost. That is alchemy's first law of equivalent exchange. In those days, we really believed that to be the world's one and only truth.",Alphonse Elric,grief
"If he made a ripple in the long, long lazy life of a demon, then Alois Trancy's soul also was worth cracking open, per...haps.",Claude Faustus,general
"Passion to insincerity, lies to reality, a stray dog into an Earl. That is...'s but...ler.",Claude Faustus,general
"Ciel Phantomhive, I will pierce your soft skin with my needle... and slowly suck out your sensual soul.",Claude Faustus,general
"*to Sebastian* Say, have your demonic senses weakened after devoting too much to that human's soul?",Claude Faustus,general
"Passion to calm, hesitation to resolve, love to gravestones. That is the Trancy butler.",Claude Faustus,mindfulness
"I simply have a hell of a desire to devour you, Master.",Claude Faustus,general
"For a mere butler, to go that far... Don't worry, Young Master. The menial soul that can give love to one is only a butler.",Claude Faustus,anxiety
*teasing Sebastian* A demon and a butler... I am one too.,Claude Faustus,general
"Master.. I will always stay by your side. Day and night, sugar and salt, living and dead, impure and pure.",Claude Faustus,general
*to Sebastian* To touch something that is meant to transport food with one's shoes is a disgrace for a butler!,Claude Faustus,general
"*to Alois* I am your loyal servant. Even if you do not try to attract my attention, I want to greedily devour you to the very end.",Claude Faustus,general
"Yes, Your Highness.",Claude Faustus,general
"Everyone, everything is happy!",Alois Trancy,happiness
"*to Ciel* Oh, so we were not going to the restroom together?",Alois Trancy,general
"*to Luka* They should all die! All of them! Everything, annihilated!",Alois Trancy,general
My heart was entwined in a spider web. You'll always be my Highness. I wanted your love.,Alois Trancy,love
How does my blood smell? Do you want to devour me now?,Alois Trancy,general
"*to Claude* Then show me those eyes. Not the eyes of those villagers who looked as if they'd seen a pile of vomit. Not the old man's greedy, inflamed eyes. That day, those eyes. Those eyes that longed only for me, Claude.",Alois Trancy,general
*to Claude* You are...you yourself are...My Highness!,Alois Trancy,general
"Hannah, don't you think a sunny-side-up egg is pitiable? Its shell is broken and it's forced to publicly show an indecorous appearance. Then it becomes an eyeball, internal organs, or a plume. And I rob it of any and all possibilities.",Alois Trancy,grief
How pitiable.,Alois Trancy,general
"In this world, Earl, there're people who can't survive because of the cruelty of reality. I sell those people dreams.",Lau,motivation
"The spider's web has already been woven. The more you struggle, the harder it becomes to escape from those bonds. Whatever the prey, once they get involved with me, catching them is only a matter of time.",Lau,resilience
"I've got to exterminate the bad rats infesting my city, don't I? So I keep a cat. Meow!",Lau,general
"The earl said there's no point in going after the small fries, but someone who tries something once will try it again, right?",Lau,general
"Meh, Ran-Mao is my little sister. Yeah, my sister. Even though we aren't related by blood.",Lau,general
"*to Ciel* That means you will steadily sink into mud. Even if you step toward a place from which you can't return, you choose not to reveal your screaming for help to other people, eh?",Lau,general
*referring to Vincent Phantomhive* I came to love my red hair that was just like my father's. I came to love red. I came to love you.,Madame Red,love
I used to hate my red hair that was just like my father's. I used to hate red.,Madame Red,general
*to Ciel* You want to take revenge for my murdered sister? Sister would definitely have not... we would not have wanted you to be like this.,Madame Red,general
*when Ciel questions why he's dressed up as a female for Aleister's party* Because I've always wanted a daughter! A cute daughter who would look lovely in those long flowing dresses!,Madame Red,love
*referring to getting into Aleister Chamber's party* Aren't you underestimating me? Aren't I rather popular? A few words here and there and it'll be arranged.,Madame Red,general
I'll keep to what the young master has told me. To face the master with a clean mansion every day. That is a maid's job. I wipe away the mansion's dirt.,Maylene,general
"These are my precious glasses that the young master bought for me! These maid outfits as well. Before I'd come here, I'd never worn anything like a skirt. I'm so happy I'm a maid now.",Maylene,happiness
The young master doesn't give me injections every day. The young master doesn't kill my friends. The young master doesn't lock me up. I love it here. That's why I decided I'd protect it.,Finnian,love
"*to Agni, who tells him to be nice to the trees* Treat them kindly,' huh? Before I came here, I don't think I would have understood. But now, I feel like I can do it!",Finnian,mindfulness
It used to be that I couldn't go outside like this. So now it's fun to do it every day. I can touch trees and bugs and people.,Finnian,general
"*when Agni asks him to mash potatoes* It requires strength? Since that's the case, I might be able to do it! I wanna do it! Please allow me to do it!",Finnian,resilience
"But my strength is too large, so Mr. Sebastian forbids me to touch anything in the kitchen.",Finnian,resilience
*after Sebastian tells him to design the garden* Then... then ... I'll make a cool garden that looks like a transforming robot! Can I?!,Finnian,general
Do not-arrogant people exist?,Ciel Phantomhive,general
